"SpecCode","Genus","Species","SpeciesRefNo","FBname","SubFamily","FamCode","GenCode","SubGenCode","Family","Order","Class"
48039,"Abyssocottus","elochini",26334,NA,NA,584,349,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48040,"Abyssocottus","gibbosus",26334,NA,NA,584,349,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
47208,"Abyssocottus","korotneffi",2058,NA,NA,584,349,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48048,"Asprocottus","abyssalis",26334,NA,NA,584,5868,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48049,"Asprocottus","herzensteini",2058,"Herzenstein's rough sculpin",NA,584,5868,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
61488,"Asprocottus","intermedius",26334,NA,NA,584,5868,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
60302,"Asprocottus","korjakovi",53210,NA,NA,584,5868,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
62234,"Asprocottus","minor",53210,NA,NA,584,5868,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48051,"Asprocottus","parmiferus",26334,NA,NA,584,5868,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48054,"Asprocottus","platycephalus",26334,NA,NA,584,5868,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48055,"Asprocottus","pulcher",26334,NA,NA,584,5868,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48058,"Cottinella","boulengeri",26334,"Short-headed sculpin",NA,584,2162,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48060,"Cyphocottus","eurystomus",26334,NA,NA,584,6573,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48064,"Cyphocottus","megalops",2058,NA,NA,584,6573,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48059,"Limnocottus","bergianus",2058,NA,NA,584,5869,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48061,"Limnocottus","godlewskii",26334,NA,NA,584,5869,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48062,"Limnocottus","griseus",26334,NA,NA,584,5869,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48083,"Limnocottus","pallidus",26334,NA,NA,584,5869,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
60304,"Neocottus","thermalis",53210,NA,NA,584,3357,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48042,"Neocottus","werestschagini",2058,NA,NA,584,3357,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
60303,"Procottus","gotoi",53210,NA,NA,584,5458,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48085,"Procottus","gurwicii",2058,"Dwarf sculpins",NA,584,5458,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48084,"Procottus","jeittelesii",2058,"Red sculpin",NA,584,5458,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
48087,"Procottus","major",26334,NA,NA,584,5458,NA,"Abyssocottidae","Scorpaeniformes","Actinopterygii"
4306,"Acanthurus","achilles",1920,"Achilles tang","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
13770,"Acanthurus","albipectoralis",2334,"Whitefin surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4748,"Acanthurus","auranticavus",1920,"Orange-socket surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
942,"Acanthurus","bahianus",7251,"Ocean surgeon","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4307,"Acanthurus","bariene",1920,"Black-spot surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4750,"Acanthurus","blochii",1921,"Ringtail surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
943,"Acanthurus","chirurgus",7251,"Doctorfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
6010,"Acanthurus","chronixis",1602,"Chronixis surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
944,"Acanthurus","coeruleus",7251,"Blue tang surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
1256,"Acanthurus","dussumieri",3145,"Eyestripe surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4745,"Acanthurus","fowleri",1920,"Fowler's surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
17471,"Acanthurus","gahhm",1921,"Black surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4749,"Acanthurus","grammoptilus",1920,"Finelined surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4736,"Acanthurus","guttatus",1920,"Whitespotted surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
23375,"Acanthurus","japonicus",9710,"Japan surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4741,"Acanthurus","leucocheilus",1920,"Palelipped surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4737,"Acanthurus","leucopareius",1920,"Whitebar surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
1257,"Acanthurus","leucosternon",1920,"Powderblue surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
1258,"Acanthurus","lineatus",3145,"Lined surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4746,"Acanthurus","maculiceps",1920,"White-freckled surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
1255,"Acanthurus","mata",1921,"Elongate surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
1800,"Acanthurus","monroviae",7345,"Monrovia doctorfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
6011,"Acanthurus","nigricans",1602,"Whitecheek surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4747,"Acanthurus","nigricauda",1921,"Epaulette surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4739,"Acanthurus","nigrofuscus",1920,"Brown surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4738,"Acanthurus","nigroris",1920,"Bluelined surgeonfish","Acanthurinae",412,9710,1,"Acanthuridae","Perciformes","Actinopterygii"
4733,"Acanthurus","nubilus",1920,"Bluelined surgeon","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4744,"Acanthurus","olivaceus",1920,"Orangespot surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4732,"Acanthurus","polyzona",1920,"Black-barred surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4742,"Acanthurus","pyroferus",1920,"Chocolate surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
3905,"Acanthurus","randalli",7251,"Gulf surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
58792,"Acanthurus","reversus",41630,NA,"Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4740,"Acanthurus","sohal",1920,"Sohal surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
1259,"Acanthurus","tennentii",1920,"Doubleband surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
4734,"Acanthurus","thompsoni",1920,"Thompson's surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
1260,"Acanthurus","triostegus",1920,"Convict surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
12782,"Acanthurus","tristis",8940,"Indian Ocean mimic surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
1261,"Acanthurus","xanthopterus",1920,"Yellowfin surgeonfish","Acanthurinae",412,9710,NA,"Acanthuridae","Perciformes","Actinopterygii"
6012,"Ctenochaetus","binotatus",42056,"Twospot surgeonfish","Acanthurinae",412,875,NA,"Acanthuridae","Perciformes","Actinopterygii"
59486,"Ctenochaetus","cyanocheilus",42056,"Short-tail bristle-tooth","Acanthurinae",412,875,NA,"Acanthuridae","Perciformes","Actinopterygii"
59589,"Ctenochaetus","flavicauda",42056,NA,"Acanthurinae",412,875,NA,"Acanthuridae","Perciformes","Actinopterygii"
6013,"Ctenochaetus","hawaiiensis",42056,"Chevron tang","Acanthurinae",412,875,NA,"Acanthuridae","Perciformes","Actinopterygii"
6014,"Ctenochaetus","marginatus",42056,"Striped-fin surgeonfish","Acanthurinae",412,875,NA,"Acanthuridae","Perciformes","Actinopterygii"
1262,"Ctenochaetus","striatus",42056,"Striated surgeonfish","Acanthurinae",412,875,NA,"Acanthuridae","Perciformes","Actinopterygii"
6015,"Ctenochaetus","strigosus",42056,"Spotted surgeonfish","Acanthurinae",412,875,NA,"Acanthuridae","Perciformes","Actinopterygii"
6016,"Ctenochaetus","tominiensis",42056,"Tomini surgeonfish","Acanthurinae",412,875,NA,"Acanthuridae","Perciformes","Actinopterygii"
59487,"Ctenochaetus","truncatus",42056,"Indian gold-ring bristle-tooth","Acanthurinae",412,875,NA,"Acanthuridae","Perciformes","Actinopterygii"
6019,"Naso","annulatus",1602,"Whitemargin unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
6020,"Naso","brachycentron",1602,"Humpback unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
6021,"Naso","brevirostris",1602,"Spotted unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
27318,"Naso","caeruleacauda",10671,"Blue unicorn","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
15628,"Naso","caesius",9944,"Gray unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
60074,"Naso","elegans",37792,"Elegant unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
7630,"Naso","fageni",3145,"Horseface unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
1263,"Naso","hexacanthus",1602,"Sleek unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
1264,"Naso","lituratus",2334,"Orangespine unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
6022,"Naso","lopezi",1602,"Elongate unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
6931,"Naso","maculatus",559,NA,"Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
60075,"Naso","mcdadei",37792,"Squarenose unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
6933,"Naso","minor",10671,"Slender unicorn","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
58347,"Naso","reticulatus",39638,"Reticulate unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
66264,"Naso","tergus",87782,NA,"Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
6932,"Naso","thynnoides",10671,"Oneknife unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
60076,"Naso","tonganus",37792,"Bulbnose unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
6023,"Naso","tuberosus",37792,"Humpnose unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
1265,"Naso","unicornis",1602,"Bluespine unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
6024,"Naso","vlamingii",1602,"Bignose unicornfish","Nasinae",412,9831,NA,"Acanthuridae","Perciformes","Actinopterygii"
6017,"Paracanthurus","hepatus",1602,"Palette surgeonfish","Acanthurinae",412,4392,NA,"Acanthuridae","Perciformes","Actinopterygii"
4944,"Prionurus","biafraensis",7345,"Biafra doctorfish","Prionurinae",412,1452,NA,"Acanthuridae","Perciformes","Actinopterygii"
59451,"Prionurus","chrysurus",41642,"Indonesian sawtail","Prionurinae",412,1452,NA,"Acanthuridae","Perciformes","Actinopterygii"
13417,"Prionurus","laticlavius",9267,"Razor surgeonfish","Prionurinae",412,1452,NA,"Acanthuridae","Perciformes","Actinopterygii"
12625,"Prionurus","maculatus",2334,"Yellowspotted sawtail","Prionurinae",412,1452,NA,"Acanthuridae","Perciformes","Actinopterygii"
12626,"Prionurus","microlepidotus",2334,"Sixplate sawtail","Prionurinae",412,1452,NA,"Acanthuridae","Perciformes","Actinopterygii"
13419,"Prionurus","punctatus",9267,"Yellowtail surgeonfish","Prionurinae",412,1452,NA,"Acanthuridae","Perciformes","Actinopterygii"
9231,"Prionurus","scalprum",559,"Scalpel sawtail","Prionurinae",412,1452,NA,"Acanthuridae","Perciformes","Actinopterygii"
58791,"Zebrasoma","desjardinii",37816,"Indian sail-fin surgeonfish","Acanthurinae",412,963,NA,"Acanthuridae","Perciformes","Actinopterygii"
6018,"Zebrasoma","flavescens",1602,"Yellow tang","Acanthurinae",412,963,NA,"Acanthuridae","Perciformes","Actinopterygii"
7631,"Zebrasoma","gemmatum",3145,"Spotted tang","Acanthurinae",412,963,NA,"Acanthuridae","Perciformes","Actinopterygii"
25802,"Zebrasoma","rostratum",9710,"Longnose surgeonfish","Acanthurinae",412,963,NA,"Acanthuridae","Perciformes","Actinopterygii"
5951,"Zebrasoma","scopas",1602,"Twotone tang","Acanthurinae",412,963,NA,"Acanthuridae","Perciformes","Actinopterygii"
1266,"Zebrasoma","velifer",37816,"Sailfin tang","Acanthurinae",412,963,NA,"Acanthuridae","Perciformes","Actinopterygii"
12023,"Zebrasoma","xanthurum",13710,"Yellowtail tang","Acanthurinae",412,963,NA,"Acanthuridae","Perciformes","Actinopterygii"
52919,"Acestrorhynchus","abbreviatus",35542,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
51076,"Acestrorhynchus","altus",6329,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
52499,"Acestrorhynchus","britskii",27925,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
23498,"Acestrorhynchus","falcatus",38248,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
13123,"Acestrorhynchus","falcirostris",6329,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
51808,"Acestrorhynchus","grandoculis",28768,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
27261,"Acestrorhynchus","heterolepis",38248,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
52522,"Acestrorhynchus","isalineae",27925,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
51077,"Acestrorhynchus","lacustris",38248,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
52523,"Acestrorhynchus","maculipinna",27925,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
12336,"Acestrorhynchus","microlepis",38248,"Pike characin","Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
51809,"Acestrorhynchus","minimus",598,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
51815,"Acestrorhynchus","nasutus",38248,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
52503,"Acestrorhynchus","pantaneiro",27925,NA,"Acestrorhynchinae",593,3054,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
54580,"Gilbertolus","alatus",33012,NA,"Roestinae",593,3012,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
54595,"Gilbertolus","atratoensis",33012,NA,"Roestinae",593,3012,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
48632,"Gilbertolus","maracaiboensis",33012,NA,"Roestinae",593,3012,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
26387,"Gnathocharax","steindachneri",36811,NA,"Heterocharacinae",593,8634,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
57972,"Heterocharax","leptogrammus",38319,NA,"Heterocharacinae",593,9337,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
51942,"Heterocharax","macrolepis",38319,NA,"Heterocharacinae",593,9337,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
57973,"Heterocharax","virgulatus",38319,NA,"Heterocharacinae",593,9337,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
51943,"Hoplocharax","goethei",36811,NA,"Heterocharacinae",593,8949,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
51956,"Lonchogenys","ilisha",36811,NA,"Heterocharacinae",593,5401,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
54583,"Roestes","itupiranga",33012,NA,"Roestinae",593,7012,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
53435,"Roestes","molossus",33012,NA,"Roestinae",593,7012,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
53358,"Roestes","ogilviei",33012,NA,"Roestinae",593,7012,NA,"Acestrorhynchidae","Characiformes","Actinopterygii"
7572,"Achirus","achirus",5217,"Drab sole",NA,516,188,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
52941,"Achirus","declivis",30499,"Plainfin sole",NA,516,188,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
13429,"Achirus","klunzingeri",9047,"Brown sole",NA,516,188,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
4256,"Achirus","lineatus",7251,"Lined sole",NA,516,188,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
10429,"Achirus","mazatlanus",12,"Mazatlan sole",NA,516,188,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
64929,"Achirus","mucuri",80995,"American sole",NA,516,188,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
57101,"Achirus","novoae",36798,NA,NA,516,188,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
13434,"Achirus","scutum",9047,"Network sole",NA,516,188,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
52950,"Achirus","zebrinus",27116,NA,NA,516,188,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
8150,"Apionichthys","dumerili",49504,"Longtail sole",NA,516,492,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
57102,"Apionichthys","finis",49504,NA,NA,516,492,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
62028,"Apionichthys","menezesi",49504,NA,NA,516,492,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
57091,"Apionichthys","nattereri",36798,NA,NA,516,492,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
62027,"Apionichthys","rosai",49504,NA,NA,516,492,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
62030,"Apionichthys","sauli",49504,NA,NA,516,492,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
62029,"Apionichthys","seripierriae",49504,NA,NA,516,492,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
57933,"Catathyridium","garmani",36798,NA,NA,516,3650,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
60325,"Catathyridium","grandirivi",41261,NA,NA,516,3650,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
23473,"Catathyridium","jenynsii",36798,NA,NA,516,3650,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
57583,"Catathyridium","lorentzii",36798,NA,NA,516,3650,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
4257,"Gymnachirus","melas",7251,"North American naked sole",NA,516,3221,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
7575,"Gymnachirus","nudus",5217,"Naked sole",NA,516,3221,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
4258,"Gymnachirus","texae",7251,"Gulf of Mexico fringed sole",NA,516,3221,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
57094,"Hypoclinemus","mentalis",36798,NA,NA,516,8263,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
57981,"Pnictes","asphyxiatus",36798,NA,NA,516,6931,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
13437,"Trinectes","fimbriatus",9047,"Fringed sole",NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
13440,"Trinectes","fluviatilis",36798,"Freshwater sole",NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
13441,"Trinectes","fonsecensis",9047,"Spottedfin sole",NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
67073,"Trinectes","hubbsbollinger",91752,NA,NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
4259,"Trinectes","inscriptus",7251,"Scrawled sole",NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
4260,"Trinectes","maculatus",7251,"Hogchoker",NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
57934,"Trinectes","microphthalmus",36453,NA,NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
13442,"Trinectes","opercularis",9047,"Spottedcheek sole",NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
7580,"Trinectes","paulistanus",5217,"Slipper sole",NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
60305,"Trinectes","xanthurus",46206,NA,NA,516,2657,NA,"Achiridae","Pleuronectiformes","Actinopterygii"
7119,"Achiropsetta","tricholepis",5000,"Prickly flounder",NA,523,4977,NA,"Achiropsettidae","Pleuronectiformes","Actinopterygii"
7121,"Mancopsetta","maculata",5000,"Antarctic armless flounder",NA,523,8370,NA,"Achiropsettidae","Pleuronectiformes","Actinopterygii"
7122,"Neoachiropsetta","milfordi",5000,"Finless flounder",NA,523,9007,NA,"Achiropsettidae","Pleuronectiformes","Actinopterygii"
7123,"Pseudomancopsetta","andriashevi",5000,"Pigmy flounder",NA,523,1922,NA,"Achiropsettidae","Pleuronectiformes","Actinopterygii"
4683,"Acipenser","baerii",12255,"Siberian sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2590,"Acipenser","brevirostrum",5723,"Shortnose sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
8737,"Acipenser","dabryanus",6866,"Yangtze sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2591,"Acipenser","fulvescens",5723,"Lake sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
4712,"Acipenser","gueldenstaedtii",9953,"Danube sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2592,"Acipenser","medirostris",5723,"Green sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
9762,"Acipenser","mikadoi",6866,"Sakhalin sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2504,"Acipenser","naccarii",59043,"Adriatic sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2505,"Acipenser","nudiventris",3397,"Fringebarbel sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2593,"Acipenser","oxyrinchus",5723,"Atlantic sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
9763,"Acipenser","persicus",59043,"Persian sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
4604,"Acipenser","ruthenus",6866,"Sterlet sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
6085,"Acipenser","schrenckii",3881,"Amur sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
8762,"Acipenser","sinensis",6866,"Chinese sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2065,"Acipenser","stellatus",3397,"Starry sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2066,"Acipenser","sturio",3397,"Sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2594,"Acipenser","transmontanus",5723,"White sturgeon","Acipenserinae",32,2154,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
4633,"Huso","dauricus",593,"Kaluga","Acipenserinae",32,2361,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2067,"Huso","huso",59043,"Beluga","Acipenserinae",32,2361,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
8763,"Pseudoscaphirhynchus","fedtschenkoi",4537,"Syr Darya sturgeon","Acipenserinae",32,9823,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
8764,"Pseudoscaphirhynchus","hermanni",4537,"Dwarf sturgeon","Acipenserinae",32,9823,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
4634,"Pseudoscaphirhynchus","kaufmanni",593,"Amu Darya sturgeon","Acipenserinae",32,9823,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2595,"Scaphirhynchus","albus",3814,"Pallid sturgeon","Scaphirhynchinae",32,2550,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
2596,"Scaphirhynchus","platorynchus",3814,"Shovelnose sturgeon","Scaphirhynchinae",32,2550,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
56264,"Scaphirhynchus","suttkusi",33977,"Alabama sturgeon","Scaphirhynchinae",32,2550,NA,"Acipenseridae","Acipenseriformes","Actinopterygii"
59893,"Acropoma","argentistigma",44261,NA,NA,512,7555,NA,"Acropomatidae","Perciformes","Actinopterygii"
59419,"Acropoma","boholensis",41631,NA,NA,512,7555,NA,"Acropomatidae","Perciformes","Actinopterygii"
9232,"Acropoma","hanedai",96184,NA,NA,512,7555,NA,"Acropomatidae","Perciformes","Actinopterygii"
1267,"Acropoma","japonicum",7300,"Glowbelly",NA,512,7555,NA,"Acropomatidae","Perciformes","Actinopterygii"
59169,"Acropoma","lecorneti",41531,NA,NA,512,7555,NA,"Acropomatidae","Perciformes","Actinopterygii"
67353,"Acropoma","profundum",96184,"Solomon's lanternbelly",NA,512,7555,NA,"Acropomatidae","Perciformes","Actinopterygii"
14356,"Apogonops","anomalus",33616,"Three-spined cardinalfish",NA,512,714,NA,"Acropomatidae","Perciformes","Actinopterygii"
4599,"Doederleinia","berycoides",7300,"Blackthroat seaperch",NA,512,6997,NA,"Acropomatidae","Perciformes","Actinopterygii"
58590,"Malakichthys","barbatus",40964,NA,NA,512,700,NA,"Acropomatidae","Perciformes","Actinopterygii"
10446,"Malakichthys","elegans",7300,"Splendid seabass",NA,512,700,NA,"Acropomatidae","Perciformes","Actinopterygii"
