"SpecCode","Genus","Species","SpeciesRefNo","FBname","SubFamily","FamCode","GenCode","SubGenCode","Family","Order","Class"
9427,"Paramphilius","trichomycteroides",57128,NA,"Amphiliinae",136,3851,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9431,"Phractura","ansorgii",57128,"African whiptailed catfish","Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9430,"Phractura","bovei",3818,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9432,"Phractura","brevicauda",3818,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9433,"Phractura","clauseni",57128,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9434,"Phractura","fasciata",6868,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9435,"Phractura","gladysae",3818,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9436,"Phractura","intermedia",3818,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9437,"Phractura","lindica",3818,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9438,"Phractura","longicauda",3818,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9439,"Phractura","macrura",3818,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9440,"Phractura","scaphyrhynchura",3818,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
64054,"Phractura","stiassny",74418,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9441,"Phractura","tenuicauda",3818,NA,"Doumeinae",136,3509,NA,"Amphiliidae","Siluriformes","Actinopterygii"
61622,"Psammphiletria","delicata",51287,NA,"Leptoglanidinae",136,9820,NA,"Amphiliidae","Siluriformes","Actinopterygii"
61623,"Psammphiletria","nasuta",51287,NA,"Leptoglanidinae",136,9820,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9401,"Tetracamphilius","angustifrons",51287,NA,"Leptoglanidinae",136,9821,NA,"Amphiliidae","Siluriformes","Actinopterygii"
61624,"Tetracamphilius","clandestinus",51287,NA,"Leptoglanidinae",136,9821,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9415,"Tetracamphilius","notatus",51287,NA,"Leptoglanidinae",136,9821,NA,"Amphiliidae","Siluriformes","Actinopterygii"
61625,"Tetracamphilius","pectinatus",51287,NA,"Leptoglanidinae",136,9821,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9443,"Trachyglanis","ineac",3818,NA,"Doumeinae",136,8575,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9444,"Trachyglanis","intermedius",3818,NA,"Doumeinae",136,8575,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9442,"Trachyglanis","minutus",3818,NA,"Doumeinae",136,8575,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9461,"Trachyglanis","sanghensis",3818,NA,"Doumeinae",136,8575,NA,"Amphiliidae","Siluriformes","Actinopterygii"
64847,"Zaireichthys","brevis",58032,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9339,"Zaireichthys","camerunensis",51287,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
64286,"Zaireichthys","compactus",78218,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
66075,"Zaireichthys","conspicuus",86935,"Blotched sand catlet","Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9340,"Zaireichthys","dorae",51287,"Chobe sand catlet","Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9341,"Zaireichthys","flavomaculatus",51287,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
61626,"Zaireichthys","heterurus",51287,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
66076,"Zaireichthys","kafuensis",86935,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
66077,"Zaireichthys","kavangoensis",86935,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
66078,"Zaireichthys","kunenensis",86935,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
66079,"Zaireichthys","lacustris",86935,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9342,"Zaireichthys","mandevillei",51287,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
66080,"Zaireichthys","maravensis",86935,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
66081,"Zaireichthys","monomotapa",86935,"Eastern sand catlet","Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
66082,"Zaireichthys","pallidus",86935,"Pale sand catlet","Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9343,"Zaireichthys","rotundiceps",51287,"Spotted sand catlet","Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
60309,"Zaireichthys","wamiensis",58032,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
9362,"Zaireichthys","zonatus",51287,NA,"Leptoglanidinae",136,9520,NA,"Amphiliidae","Siluriformes","Actinopterygii"
13584,"Anabas","cobojius",4833,"Gangetic koi",NA,426,2771,NA,"Anabantidae","Perciformes","Actinopterygii"
495,"Anabas","testudineus",4833,"Climbing perch",NA,426,2771,NA,"Anabantidae","Perciformes","Actinopterygii"
10029,"Ctenopoma","acutirostre",6803,"Spotted ctenopoma",NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10032,"Ctenopoma","ashbysmithi",6803,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
65294,"Ctenopoma","gabonense",81650,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10039,"Ctenopoma","garuanum",6803,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
63214,"Ctenopoma","houyi",57414,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
2496,"Ctenopoma","kingsleyae",6803,"Tailspot ctenopoma",NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10042,"Ctenopoma","maculatum",6803,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10028,"Ctenopoma","multispine",7248,"Manyspined ctenopoma",NA,426,29,1,"Anabantidae","Perciformes","Actinopterygii"
10043,"Ctenopoma","muriei",6803,"Ocellated labyrinth fish",NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
12801,"Ctenopoma","nebulosum",7394,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
4779,"Ctenopoma","nigropannosum",6803,"Twospot climbing perch",NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10046,"Ctenopoma","ocellatum",6803,"Eyespot ctenopoma",NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10049,"Ctenopoma","pellegrini",6803,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10050,"Ctenopoma","petherici",6803,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10051,"Ctenopoma","riggenbachi",6803,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10052,"Ctenopoma","togoensis",6803,NA,NA,426,29,NA,"Anabantidae","Perciformes","Actinopterygii"
10047,"Ctenopoma","weeksii",41595,"Mottled ctenopoma",NA,426,29,1,"Anabantidae","Perciformes","Actinopterygii"
10030,"Microctenopoma","ansorgii",6803,"Ornate ctenopoma",NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
10034,"Microctenopoma","congicum",6803,"Congo ctenopoma",NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
10036,"Microctenopoma","damasi",6803,NA,NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
10038,"Microctenopoma","fasciolatum",6803,"Banded ctenopoma",NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
10040,"Microctenopoma","intermedium",6803,NA,NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
12912,"Microctenopoma","lineatum",7393,NA,NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
52094,"Microctenopoma","milleri",26634,NA,NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
10045,"Microctenopoma","nanum",6803,"Dwarf ctenopoma",NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
52066,"Microctenopoma","nigricans",26634,NA,NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
10044,"Microctenopoma","ocellifer",6803,NA,NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
10048,"Microctenopoma","pekkolai",6803,NA,NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
52042,"Microctenopoma","uelense",26634,NA,NA,426,7267,NA,"Anabantidae","Perciformes","Actinopterygii"
10053,"Sandelia","bainsii",6803,"Rocky kurper",NA,426,9966,NA,"Anabantidae","Perciformes","Actinopterygii"
10054,"Sandelia","capensis",6803,"Cape kurper",NA,426,9966,NA,"Anabantidae","Perciformes","Actinopterygii"
7379,"Anableps","anableps",5217,"Largescale foureyes","Anablepinae",214,468,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
12295,"Anableps","dowei",33161,"Pacific foureyed fish","Anablepinae",214,468,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
7380,"Anableps","microlepis",5217,"Foureyes","Anablepinae",214,468,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
53090,"Jenynsia","alternimaculata",33161,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
64007,"Jenynsia","diphyes",75966,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
53089,"Jenynsia","eigenmanni",33161,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
53091,"Jenynsia","eirmostigma",33161,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
11958,"Jenynsia","lineata",33161,"Onesided livebearer","Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
67179,"Jenynsia","luxata",94152,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
53088,"Jenynsia","maculata",33161,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
54765,"Jenynsia","multidentata",30912,"Rio de la Plata onesided livebearer","Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
53087,"Jenynsia","obscura",80506,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
59729,"Jenynsia","onca",42933,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
53093,"Jenynsia","sanctaecatarinae",33161,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
62690,"Jenynsia","tucumana",56908,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
53092,"Jenynsia","unitaenia",33161,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
60204,"Jenynsia","weitzmani",45800,NA,"Anablepinae",214,509,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
6361,"Oxyzygonectes","dovii",27139,"White-eye","Oxyzygonectinae",214,8256,NA,"Anablepidae","Cyprinodontiformes","Actinopterygii"
7612,"Anacanthobatis","americana",27314,"American legskate",NA,524,10145,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
54441,"Anacanthobatis","donghaiensis",27314,"East China leg skate",NA,524,10145,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
51848,"Anacanthobatis","folirostris",28767,"Leaf-nose leg skate",NA,524,10145,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
51851,"Anacanthobatis","longirostris",27314,"Longnose leg skate",NA,524,10145,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
7957,"Anacanthobatis","marmorata",27314,"Spotted legskate",NA,524,10145,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
54439,"Anacanthobatis","nanhaiensis",27314,"South China leg skate",NA,524,10145,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
7958,"Indobatis","ori",27314,"Black legskate",NA,524,11073,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
7279,"Sinobatis","borneensis",27314,"Borneo leg skate",NA,524,8789,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
63737,"Sinobatis","bulbicauda",75174,"Western Australian Legskate",NA,524,8789,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
63738,"Sinobatis","caerulea",75174,"Blue Legskate",NA,524,8789,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
63741,"Sinobatis","filicauda",75174,"Eastern Australian legskate",NA,524,8789,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
7280,"Sinobatis","melanosoma",27314,"Blackbodied leg skate",NA,524,8789,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
54440,"Sinobatis","stenosoma",27314,"Narrow leg skate",NA,524,8789,NA,"Anacanthobatidae","Rajiformes","Elasmobranchii"
3810,"Anarhichas","denticulatus",4694,"Northern wolffish",NA,396,4140,NA,"Anarhichadidae","Perciformes","Actinopterygii"
2501,"Anarhichas","lupus",4694,"Atlantic wolffish",NA,396,4140,NA,"Anarhichadidae","Perciformes","Actinopterygii"
3811,"Anarhichas","minor",4694,"Spotted wolffish",NA,396,4140,NA,"Anarhichadidae","Perciformes","Actinopterygii"
3812,"Anarhichas","orientalis",559,"Bering wolffish",NA,396,4140,NA,"Anarhichadidae","Perciformes","Actinopterygii"
3813,"Anarrhichthys","ocellatus",2850,"Wolf-eel",NA,396,2658,NA,"Anarhichadidae","Perciformes","Actinopterygii"
9645,"Ancharius","fuscus",56142,NA,NA,660,9364,NA,"Anchariidae","Siluriformes","Actinopterygii"
62541,"Ancharius","griseus",56142,NA,NA,660,9364,NA,"Anchariidae","Siluriformes","Actinopterygii"
62546,"Gogo","arcuatus",56142,NA,NA,660,9662,NA,"Anchariidae","Siluriformes","Actinopterygii"
63942,"Gogo","atratus",75790,NA,NA,660,9662,NA,"Anchariidae","Siluriformes","Actinopterygii"
9646,"Gogo","brevibarbis",56142,NA,NA,660,9662,NA,"Anchariidae","Siluriformes","Actinopterygii"
62547,"Gogo","ornatus",56142,NA,NA,660,9662,NA,"Anchariidae","Siluriformes","Actinopterygii"
35,"Anguilla","anguilla",172,"European eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
297,"Anguilla","australis australis",5259,"Short-finned eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
60261,"Anguilla","australis schmidtii",37398,NA,NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
1272,"Anguilla","bengalensis",4832,"Indian mottled eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
1274,"Anguilla","bicolor",94476,"Indonesian shortfin eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
67461,"Anguilla","borneensis",94476,NA,NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
63318,"Anguilla","breviceps",56787,NA,NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
11521,"Anguilla","celebesensis",7050,"Celebes longfin eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
11878,"Anguilla","dieffenbachii",9258,"New Zealand longfin eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
17282,"Anguilla","interioris",9828,"Highlands long-finned eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
295,"Anguilla","japonica",559,"Japanese eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
1273,"Anguilla","labiata",7248,"African mottled eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
65262,"Anguilla","luzonensis",83381,NA,NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
5426,"Anguilla","malgumora",9828,"Indonesian longfinned eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
1275,"Anguilla","marmorata",3506,"Giant mottled eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
12408,"Anguilla","megastoma",9828,"Polynesian longfinned eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
1276,"Anguilla","mossambica",3506,"African longfin eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
11700,"Anguilla","nebulosa",6028,"Mottled eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
7511,"Anguilla","obscura",5259,"Pacific shortfinned eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
7512,"Anguilla","reinhardtii",5259,"Speckled longfin eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
296,"Anguilla","rostrata",5723,"American eel",NA,49,9424,NA,"Anguillidae","Anguilliformes","Actinopterygii"
65743,"Neoanguilla","nepalensis",85009,NA,NA,49,10962,1,"Anguillidae","Anguilliformes","Actinopterygii"
7184,"Anomalops","katoptron",5004,"Splitfin flashlightfish",NA,242,10482,NA,"Anomalopidae","Beryciformes","Actinopterygii"
12012,"Kryptophanaron","alfredi",7251,"Atlantic flashlightfish",NA,242,5083,NA,"Anomalopidae","Beryciformes","Actinopterygii"
54002,"Parmops","coruscans",31278,NA,NA,242,9154,NA,"Anomalopidae","Beryciformes","Actinopterygii"
60310,"Parmops","echinatus",46206,NA,NA,242,9154,NA,"Anomalopidae","Beryciformes","Actinopterygii"
7185,"Photoblepharon","palpebratum",5004,"Eyelight fish",NA,242,3152,NA,"Anomalopidae","Beryciformes","Actinopterygii"
17085,"Photoblepharon","steinitzi",5004,"Flashlight fish",NA,242,3152,NA,"Anomalopidae","Beryciformes","Actinopterygii"
12015,"Phthanophaneron","harveyi",11482,"Gulf flashlightfish",NA,242,10080,NA,"Anomalopidae","Beryciformes","Actinopterygii"
66689,"Protoblepharon","mccoskeri",91770,"Taiwanese flashlight fish",NA,242,6780,NA,"Anomalopidae","Beryciformes","Actinopterygii"
54003,"Protoblepharon","rosenblatti",91770,"Cook Islands Flashlightfish",NA,242,6780,NA,"Anomalopidae","Beryciformes","Actinopterygii"
12018,"Anoplogaster","brachycera",9852,"Shorthorn fangtooth",NA,239,3347,NA,"Anoplogastridae","Beryciformes","Actinopterygii"
2308,"Anoplogaster","cornuta",4737,"Common fangtooth",NA,239,3347,NA,"Anoplogastridae","Beryciformes","Actinopterygii"
512,"Anoplopoma","fimbria",2850,"Sablefish",NA,270,3471,NA,"Anoplopomatidae","Scorpaeniformes","Actinopterygii"
4031,"Erilepis","zonifer",6885,"Skilfish",NA,270,5908,NA,"Anoplopomatidae","Scorpaeniformes","Actinopterygii"
14737,"Abramites","eques",9743,NA,NA,559,3231,NA,"Anostomidae","Characiformes","Actinopterygii"
10768,"Abramites","hypselonotus",9743,"Marbled headstander",NA,559,3231,NA,"Anostomidae","Characiformes","Actinopterygii"
51380,"Anostomoides","atrianalis",36801,NA,NA,559,5286,NA,"Anostomidae","Characiformes","Actinopterygii"
25636,"Anostomoides","laticeps",28768,NA,NA,559,5286,NA,"Anostomidae","Characiformes","Actinopterygii"
62844,"Anostomoides","passionis",57460,NA,NA,559,5286,NA,"Anostomidae","Characiformes","Actinopterygii"
10766,"Anostomus","anostomus",36801,"Striped headstander",NA,559,258,NA,"Anostomidae","Characiformes","Actinopterygii"
27835,"Anostomus","brevior",12225,NA,NA,559,258,NA,"Anostomidae","Characiformes","Actinopterygii"
53726,"Anostomus","longus",598,NA,NA,559,258,NA,"Anostomidae","Characiformes","Actinopterygii"
26386,"Anostomus","ternetzi",12225,NA,NA,559,258,NA,"Anostomidae","Characiformes","Actinopterygii"
53276,"Anostomus","ucayalensis",27116,NA,NA,559,258,NA,"Anostomidae","Characiformes","Actinopterygii"
51384,"Gnathodolus","bidens",598,NA,NA,559,8056,NA,"Anostomidae","Characiformes","Actinopterygii"
27837,"Hypomasticus","despaxi",12225,NA,NA,559,6820,NA,"Anostomidae","Characiformes","Actinopterygii"
58476,"Hypomasticus","garmani",78750,NA,NA,559,6820,NA,"Anostomidae","Characiformes","Actinopterygii"
60314,"Hypomasticus","julii",78750,NA,NA,559,6820,NA,"Anostomidae","Characiformes","Actinopterygii"
67131,"Hypomasticus","lineomaculatus",94192,NA,NA,559,6820,NA,"Anostomidae","Characiformes","Actinopterygii"
51874,"Hypomasticus","megalepis",78750,NA,NA,559,6820,NA,"Anostomidae","Characiformes","Actinopterygii"
53296,"Hypomasticus","mormyrops",78750,NA,NA,559,6820,NA,"Anostomidae","Characiformes","Actinopterygii"
52578,"Hypomasticus","pachycheilus",78750,NA,NA,559,6820,NA,"Anostomidae","Characiformes","Actinopterygii"
61630,"Hypomasticus","thayeri",78750,NA,NA,559,6820,1,"Anostomidae","Characiformes","Actinopterygii"
61628,"Laemolyta","fasciata",36801,NA,NA,559,791,NA,"Anostomidae","Characiformes","Actinopterygii"
53278,"Laemolyta","fernandezi",80799,NA,NA,559,791,NA,"Anostomidae","Characiformes","Actinopterygii"
53259,"Laemolyta","garmani",6329,NA,NA,559,791,NA,"Anostomidae","Characiformes","Actinopterygii"
56951,"Laemolyta","macra",35244,NA,NA,559,791,NA,"Anostomidae","Characiformes","Actinopterygii"
53279,"Laemolyta","nitens",27116,NA,NA,559,791,NA,"Anostomidae","Characiformes","Actinopterygii"
53280,"Laemolyta","orinocensis",28768,NA,NA,559,791,NA,"Anostomidae","Characiformes","Actinopterygii"
53282,"Laemolyta","proxima",27116,NA,NA,559,791,NA,"Anostomidae","Characiformes","Actinopterygii"
13254,"Laemolyta","taeniata",6329,NA,NA,559,791,NA,"Anostomidae","Characiformes","Actinopterygii"
53283,"Laemolyta","varia",27116,NA,NA,559,791,NA,"Anostomidae","Characiformes","Actinopterygii"
62859,"Leporellus","cartledgei",57478,NA,NA,559,495,NA,"Anostomidae","Characiformes","Actinopterygii"
53284,"Leporellus","pictus",36801,NA,NA,559,495,NA,"Anostomidae","Characiformes","Actinopterygii"
51370,"Leporellus","retropinnis",598,NA,NA,559,495,NA,"Anostomidae","Characiformes","Actinopterygii"
13255,"Leporellus","vittatus",6329,NA,NA,559,495,NA,"Anostomidae","Characiformes","Actinopterygii"
28194,"Leporinus","acutidens",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
25646,"Leporinus","affinis",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53285,"Leporinus","agassizii",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53286,"Leporinus","alternus",28768,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
58474,"Leporinus","amae",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
64101,"Leporinus","amazonicus",76907,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
52566,"Leporinus","amblyrhynchus",27925,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
66041,"Leporinus","apollo",86822,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
12328,"Leporinus","arcus",13371,"Lipstick leporinus",NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
52567,"Leporinus","aripuanaensis",27925,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
61631,"Leporinus","badueli",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
50909,"Leporinus","bahiensis",598,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
58475,"Leporinus","bimaculatus",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
60315,"Leporinus","bistriatus",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
58194,"Leporinus","bleheri",39245,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
52568,"Leporinus","boehlkei",27925,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
66871,"Leporinus","brinco",93224,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
66365,"Leporinus","britskii",88850,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
52631,"Leporinus","brunneus",30270,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53287,"Leporinus","conirostris",598,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53288,"Leporinus","copelandii",598,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53290,"Leporinus","cylindriformis",598,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
27664,"Leporinus","desmotes",598,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
14162,"Leporinus","ecuadorensis",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53291,"Leporinus","elongatus",93038,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53262,"Leporinus","falcipinnis",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
5352,"Leporinus","fasciatus",36801,"Banded leporinus",NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
12330,"Leporinus","friderici",36801,"Threespot leporinus",NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
64924,"Leporinus","geminis",80692,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
52570,"Leporinus","gomesi",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
27840,"Leporinus","gossei",12225,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
27848,"Leporinus","granti",12225,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
64947,"Leporinus","guttatus",80699,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
51323,"Leporinus","holostictus",6329,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
58477,"Leporinus","jamesi",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53261,"Leporinus","jatuncochi",36801,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53292,"Leporinus","klausewitzi",598,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
52573,"Leporinus","lacustris",27925,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
27847,"Leporinus","lebaili",12225,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
53294,"Leporinus","leschenaulti",598,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
52574,"Leporinus","macrocephalus",27925,NA,NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
12331,"Leporinus","maculatus",12225,"Spotted leporinus",NA,559,3699,NA,"Anostomidae","Characiformes","Actinopterygii"
