"SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"64588","Aapticheilichthys websteri","Aapticheilichthys","Procatopodinae","Procatopodidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"16239","Aaptosyax grypus","Aaptosyax","Cyprininae","Cyprinidae","Cypriniformes","Actinopteri","Osteichthyes"
"2347","Abactochromis labrosus","Abactochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"62612","Abalistes filamentosus","Abalistes",NA,"Balistidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"9","Abalistes stellaris","Abalistes",NA,"Balistidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"58334","Abalistes stellatus","Abalistes",NA,"Balistidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"62797","Abbottina binhi","Abbottina",NA,"Gobionidae","Cypriniformes","Actinopteri","Osteichthyes"
"65146","Abbottina lalinensis","Abbottina",NA,"Gobionidae","Cypriniformes","Actinopteri","Osteichthyes"
"55145","Abbottina liaoningensis","Abbottina",NA,"Gobionidae","Cypriniformes","Actinopteri","Osteichthyes"
"55143","Abbottina obtusirostris","Abbottina",NA,"Gobionidae","Cypriniformes","Actinopteri","Osteichthyes"
"22903","Abbottina rivularis","Abbottina",NA,"Gobionidae","Cypriniformes","Actinopteri","Osteichthyes"
"8049","Ablabys binotatus","Ablabys",NA,"Tetrarogidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"69366","Ablabys gymnothorax","Ablabys",NA,"Tetrarogidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"25701","Ablabys macracanthus","Ablabys",NA,"Tetrarogidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"69367","Ablabys pauciporus","Ablabys",NA,"Tetrarogidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"10232","Ablabys taenianotus","Ablabys",NA,"Tetrarogidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"972","Ablennes hians","Ablennes",NA,"Belonidae","Beloniformes","Actinopteri","Osteichthyes"
"46918","Aboma etheostoma","Aboma","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"67299","Aborichthys cataracta","Aborichthys",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"24516","Aborichthys elongatus","Aborichthys",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"24517","Aborichthys garoensis","Aborichthys",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"24523","Aborichthys kempi","Aborichthys",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"65802","Aborichthys rosammai","Aborichthys",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"24524","Aborichthys tikaderi","Aborichthys",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"67300","Aborichthys verticauda","Aborichthys",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"67609","Aborichthys waikhomi","Aborichthys",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"268","Abramis brama","Abramis","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"14737","Abramites eques","Abramites",NA,"Anostomidae","Characiformes","Actinopteri","Osteichthyes"
"10768","Abramites hypselonotus","Abramites",NA,"Anostomidae","Characiformes","Actinopteri","Osteichthyes"
"6652","Abudefduf abdominalis","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"6517","Abudefduf bengalensis","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"11793","Abudefduf concolor","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"55476","Abudefduf conformis","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"55868","Abudefduf declivifrons","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"11811","Abudefduf hoefleri","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"5685","Abudefduf lorenzi","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"11823","Abudefduf margariteus","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"11825","Abudefduf natalensis","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"69265","Abudefduf nigrimargo","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"5686","Abudefduf notatus","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"1119","Abudefduf saxatilis","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"5687","Abudefduf septemfasciatus","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"5688","Abudefduf sexfasciatus","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"5689","Abudefduf sordidus","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"8018","Abudefduf sparoides","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"1120","Abudefduf taurus","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"8245","Abudefduf troschelii","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"6630","Abudefduf vaigiensis","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"9626","Abudefduf whitleyi","Abudefduf","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"63844","Abyssoberyx levisquamosus","Abyssoberyx",NA,"Stephanoberycidae","Beryciformes","Actinopteri","Osteichthyes"
"17075","Abyssobrotula galatheae","Abyssobrotula","Neobythitinae","Ophidiidae","Ophidiiformes","Actinopteri","Osteichthyes"
"48039","Abyssocottus elochini","Abyssocottus",NA,"Cottidae","Perciformes/Cottoidei","Actinopteri","Osteichthyes"
"48040","Abyssocottus gibbosus","Abyssocottus",NA,"Cottidae","Perciformes/Cottoidei","Actinopteri","Osteichthyes"
"47208","Abyssocottus korotneffi","Abyssocottus",NA,"Cottidae","Perciformes/Cottoidei","Actinopteri","Osteichthyes"
"14532","Acanthaluteres brownii","Acanthaluteres",NA,"Monacanthidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"51356","Acanthaluteres spilomelanurus","Acanthaluteres",NA,"Monacanthidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"14550","Acanthaluteres vittiger","Acanthaluteres",NA,"Monacanthidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"56310","Acanthanectes hystrix","Acanthanectes","Tripterygiinae","Tripterygiidae","Blenniiformes","Actinopteri","Osteichthyes"
"56311","Acanthanectes rufus","Acanthanectes","Tripterygiinae","Tripterygiidae","Blenniiformes","Actinopteri","Osteichthyes"
"12559","Acanthaphritis barbata","Acanthaphritis",NA,"Hemerocoetidae","Acropomatiformes","Actinopteri","Osteichthyes"
"59262","Acanthaphritis grandisquamis","Acanthaphritis",NA,"Hemerocoetidae","Acropomatiformes","Actinopteri","Osteichthyes"
"59416","Acanthaphritis ozawai","Acanthaphritis",NA,"Hemerocoetidae","Acropomatiformes","Actinopteri","Osteichthyes"
"59263","Acanthaphritis unoorum","Acanthaphritis",NA,"Hemerocoetidae","Acropomatiformes","Actinopteri","Osteichthyes"
"3357","Acantharchus pomotis","Acantharchus",NA,"Centrarchidae","Centrarchiformes","Actinopteri","Osteichthyes"
"3708","Acanthemblemaria aspera","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"60573","Acanthemblemaria atrata","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"46703","Acanthemblemaria balanorum","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"47263","Acanthemblemaria betinensis","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"25510","Acanthemblemaria castroi","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"3709","Acanthemblemaria chaplini","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"46704","Acanthemblemaria crockeri","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"46709","Acanthemblemaria exilispinus","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"47265","Acanthemblemaria greenfieldi","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"46714","Acanthemblemaria hancocki","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"60576","Acanthemblemaria harpeza","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"65600","Acanthemblemaria hastingsi","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"55035","Acanthemblemaria johnsoni","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"46717","Acanthemblemaria macrospilus","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"60574","Acanthemblemaria mangognatha","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"16485","Acanthemblemaria maria","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"27905","Acanthemblemaria medusa","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"54806","Acanthemblemaria paula","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"47268","Acanthemblemaria rivasi","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"16486","Acanthemblemaria spinosa","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"46725","Acanthemblemaria stephensi","Acanthemblemaria",NA,"Chaenopsidae","Blenniiformes","Actinopteri","Osteichthyes"
"50683","Acanthicus Hypostominae","Acanthicus","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"13268","Acanthicus hystrix","Acanthicus","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"351","Acanthistius brasilianus","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"12690","Acanthistius cinctus","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"59850","Acanthistius fuscus","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"65330","Acanthistius joanae","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"15036","Acanthistius ocellatus","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"15038","Acanthistius pardalotus","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"50141","Acanthistius patachonicus","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"15040","Acanthistius paxtoni","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"57960","Acanthistius pictus","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"7920","Acanthistius sebastoides","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"15042","Acanthistius serratus","Acanthistius","Anthiadinae","Serranidae","Perciformes/Serranoidei","Actinopteri","Osteichthyes"
"52601","Acanthobrama centisquama","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"61854","Acanthobrama hadiyahensis","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"4515","Acanthobrama lissneri","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"52603","Acanthobrama marmid","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"48174","Acanthobrama microlepis","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"67574","Acanthobrama orontis","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"55292","Acanthobrama persidis","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"26480","Acanthobrama telavivensis","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"67573","Acanthobrama thisbeae","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"55147","Acanthobrama tricolor","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"55146","Acanthobrama urmianus","Acanthobrama","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"48998","Acanthobunocephalus nicoi","Acanthobunocephalus","Pseudobunocephalinae","Aspredinidae","Siluriformes","Actinopteri","Osteichthyes"
"10354","Acanthocepola abbreviata","Acanthocepola","Cepolinae","Cepolidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"9216","Acanthocepola indica","Acanthocepola","Cepolinae","Cepolidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"9215","Acanthocepola krusensternii","Acanthocepola","Cepolinae","Cepolidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"9214","Acanthocepola limbata","Acanthocepola","Cepolinae","Cepolidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"9046","Acanthochaenus luetkenii","Acanthochaenus",NA,"Stephanoberycidae","Beryciformes","Actinopteri","Osteichthyes"
"51803","Acanthocharax microlepis","Acanthocharax","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"6655","Acanthochromis polyacanthus","Acanthochromis","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"9474","Acanthocleithron chapini","Acanthocleithron","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"12865","Acanthoclinus fuscus","Acanthoclinus","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"49224","Acanthoclinus littoreus","Acanthoclinus","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"46323","Acanthoclinus marilynae","Acanthoclinus","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"47430","Acanthoclinus matti","Acanthoclinus","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"46322","Acanthoclinus rua","Acanthoclinus","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"12256","Acanthocobitis botia","Acanthocobitis",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"24577","Acanthocobitis mooreh","Acanthocobitis",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"24585","Acanthocobitis pavonacea","Acanthocobitis",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"66575","Acanthocobitis pictilis","Acanthocobitis",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"24604","Acanthocobitis rubidipinnis","Acanthocobitis",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"10378","Acanthocobitis urophthalmus","Acanthocobitis",NA,"Nemacheilidae","Cypriniformes","Actinopteri","Osteichthyes"
"89","Acanthocybium solandri","Acanthocybium","Scombrinae","Scombridae","Scombriformes","Actinopteri","Osteichthyes"
"47599","Acanthodoras cataphractus","Acanthodoras","Astrodoradinae","Doradidae","Siluriformes","Actinopteri","Osteichthyes"
"47598","Acanthodoras depressus","Acanthodoras","Astrodoradinae","Doradidae","Siluriformes","Actinopteri","Osteichthyes"
"12103","Acanthodoras spinosissimus","Acanthodoras","Astrodoradinae","Doradidae","Siluriformes","Actinopteri","Osteichthyes"
"54894","Acanthodraco dewitti","Acanthodraco","Gymnodraconinae","Bathydraconidae","Perciformes/Notothenioidei","Actinopteri","Osteichthyes"
"55978","Acanthogobio guentheri","Acanthogobio",NA,"Gobionidae","Cypriniformes","Actinopteri","Osteichthyes"
"67583","Acanthogobius elongatus","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"3832","Acanthogobius flavimanus","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"13045","Acanthogobius hasta","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"67376","Acanthogobius insularis","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"23696","Acanthogobius lactipes","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"55485","Acanthogobius luridus","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"69021","Acanthogobius stigmothonus","Acanthogobius","Gobionellinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"7633","Acantholabrus palloni","Acantholabrus",NA,"Labridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"51500","Acantholiparis caecus","Acantholiparis",NA,"Liparidae","Perciformes/Cottoidei","Actinopteri","Osteichthyes"
"25262","Acantholiparis opercularis","Acantholiparis",NA,"Liparidae","Perciformes/Cottoidei","Actinopteri","Osteichthyes"
"3771","Acantholumpenus mackayi","Acantholumpenus",NA,"Lumpenidae","Perciformes/Zoarcoidei","Actinopteri","Osteichthyes"
"8943","Acanthonus armatus","Acanthonus","Neobythitinae","Ophidiidae","Ophidiiformes","Actinopteri","Osteichthyes"
"63150","Acanthopagrus akazakii","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"67314","Acanthopagrus arabicus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"8109","Acanthopagrus australis","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5526","Acanthopagrus berda","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"4543","Acanthopagrus bifasciatus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"14601","Acanthopagrus butcheri","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"67289","Acanthopagrus catenula","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"63767","Acanthopagrus chinshira","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"67331","Acanthopagrus datnia","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"6356","Acanthopagrus latus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"67330","Acanthopagrus morrisoni","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"65370","Acanthopagrus omanensis","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"65896","Acanthopagrus pacificus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"8110","Acanthopagrus palmaris","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"65100","Acanthopagrus randalli","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"6531","Acanthopagrus schlegelii","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"67333","Acanthopagrus sheim","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"6583","Acanthopagrus sivicolus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"63153","Acanthopagrus taiwanensis","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"65558","Acanthopagrus vagus","Acanthopagrus",NA,"Sparidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"67665","Acanthoplesiops cappuccino","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"58053","Acanthoplesiops echinatus","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"17444","Acanthoplesiops hiatti","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"8004","Acanthoplesiops indicus","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"69338","Acanthoplesiops jessicae","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"65019","Acanthoplesiops naka","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"59172","Acanthoplesiops psilogaster","Acanthoplesiops","Acanthoclininae","Plesiopidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"48774","Acanthopoma annectens","Acanthopoma","Stegophilinae","Trichomycteridae","Siluriformes","Actinopteri","Osteichthyes"
"8836","Acanthopsetta nadeshnyi","Acanthopsetta","Pleuronectinae","Pleuronectidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"26858","Acanthopsoides delphax","Acanthopsoides",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"26859","Acanthopsoides gracilentus","Acanthopsoides",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"26913","Acanthopsoides gracilis","Acanthopsoides",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"26860","Acanthopsoides hapalias","Acanthopsoides",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"23006","Acanthopsoides molobrion","Acanthopsoides",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"65707","Acanthopsoides namromensis","Acanthopsoides",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"23008","Acanthopsoides robertsi","Acanthopsoides",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"46831","Acanthorhodeus chankaensis","Acanthorhodeus",NA,"Acheilognathidae","Cypriniformes","Actinopteri","Osteichthyes"
"25311","Acanthosphex leurynnis","Acanthosphex",NA,"Aploactinidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"23363","Acanthostracion guineense","Acanthostracion",NA,"Ostraciidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"23370","Acanthostracion notacanthus","Acanthostracion",NA,"Ostraciidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"4287","Acanthostracion polygonius","Acanthostracion",NA,"Ostraciidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"92","Acanthostracion quadricornis","Acanthostracion",NA,"Ostraciidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"4306","Acanthurus achilles","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"68166","Acanthurus albimento","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"13770","Acanthurus albipectoralis","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4748","Acanthurus auranticavus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"68792","Acanthurus bahianus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4307","Acanthurus bariene","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4750","Acanthurus blochii","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"943","Acanthurus chirurgus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"6010","Acanthurus chronixis","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"944","Acanthurus coeruleus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"1256","Acanthurus dussumieri","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4745","Acanthurus fowleri","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"17471","Acanthurus gahhm","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4749","Acanthurus grammoptilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4736","Acanthurus guttatus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"23375","Acanthurus japonicus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4741","Acanthurus leucocheilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4737","Acanthurus leucopareius","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"1257","Acanthurus leucosternon","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"1258","Acanthurus lineatus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4746","Acanthurus maculiceps","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"1255","Acanthurus mata","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"1800","Acanthurus monroviae","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"6011","Acanthurus nigricans","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4747","Acanthurus nigricauda","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4739","Acanthurus nigrofuscus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4738","Acanthurus nigroris","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4733","Acanthurus nubilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4744","Acanthurus olivaceus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
"4732","Acanthurus polyzona","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Actinopteri","Osteichthyes"
