"SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"66594","Peckoltia capitulata","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"62153","Peckoltia cavatica","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"65613","Peckoltia compta","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"67896","Peckoltia ephippiata","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"50034","Peckoltia furcata","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"67897","Peckoltia greedoi","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"64157","Peckoltia lineola","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"67898","Peckoltia lujani","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"12214","Peckoltia multispinis","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"49963","Peckoltia oligospila","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"66593","Peckoltia otali","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"64788","Peckoltia pankimpuju","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"66595","Peckoltia simulata","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"49977","Peckoltia vermiculata","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"49978","Peckoltia vittata","Peckoltia","Hypostominae","Loricariidae","Siluriformes","Actinopteri","Osteichthyes"
"17455","Pectenocypris balaena","Pectenocypris","Rasborinae","Danionidae","Cypriniformes","Actinopteri","Osteichthyes"
"17458","Pectenocypris korthausae","Pectenocypris","Rasborinae","Danionidae","Cypriniformes","Actinopteri","Osteichthyes"
"64995","Pectenocypris micromysticetus","Pectenocypris","Rasborinae","Danionidae","Cypriniformes","Actinopteri","Osteichthyes"
"59109","Pectinantus parini","Pectinantus",NA,"Platytroctidae","Alepocephaliformes","Actinopteri","Osteichthyes"
"12742","Pectinochromis lubbocki","Pectinochromis","Pseudoplesiopinae","Pseudochromidae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"4610","Pegasus lancifer","Pegasus",NA,"Pegasidae","Dactylopteriformes","Actinopteri","Osteichthyes"
"4608","Pegasus laternarius","Pegasus",NA,"Pegasidae","Dactylopteriformes","Actinopteri","Osteichthyes"
"68652","Pegasus tetrabelos","Pegasus",NA,"Pegasidae","Dactylopteriformes","Actinopteri","Osteichthyes"
"4609","Pegasus volitans","Pegasus",NA,"Pegasidae","Dactylopteriformes","Actinopteri","Osteichthyes"
"8850","Pegusa cadenati","Pegusa",NA,"Soleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"1762","Pegusa impar","Pegusa",NA,"Soleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"1336","Pegusa lascaris","Pegusa",NA,"Soleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"7928","Pegusa nasuta","Pegusa",NA,"Soleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"8851","Pegusa triophthalma","Pegusa",NA,"Soleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"67694","Pelagocephalus coheni","Pelagocephalus","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"26419","Pelagocephalus marki","Pelagocephalus","Tetraodontinae","Tetraodontidae","Tetraodontiformes","Actinopteri","Osteichthyes"
"61580","Pelangia mbutaensis","Pelangia",NA,"Melanotaeniidae","Atheriniformes","Actinopteri","Osteichthyes"
"26007","Pelasgus epiroticus","Pelasgus","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"61993","Pelasgus laconicus","Pelasgus","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"62437","Pelasgus marathonicus","Pelasgus","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"26012","Pelasgus minutus","Pelasgus","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"48340","Pelasgus prespensis","Pelasgus","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"9928","Pelasgus stymphalicus","Pelasgus","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"62438","Pelasgus thesproticus","Pelasgus","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"12852","Pelates octolineatus","Pelates",NA,"Terapontidae","Centrarchiformes","Actinopteri","Osteichthyes"
"60670","Pelates qinglanensis","Pelates",NA,"Terapontidae","Centrarchiformes","Actinopteri","Osteichthyes"
"7945","Pelates quadrilineatus","Pelates",NA,"Terapontidae","Centrarchiformes","Actinopteri","Osteichthyes"
"283","Pelecus cultratus","Pelecus","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"50911","Pellona altamazonica","Pellona",NA,"Pristigasteridae","Clupeiformes","Actinopteri","Osteichthyes"
"1639","Pellona castelnaeana","Pellona",NA,"Pristigasteridae","Clupeiformes","Actinopteri","Osteichthyes"
"1640","Pellona dayi","Pellona",NA,"Pristigasteridae","Clupeiformes","Actinopteri","Osteichthyes"
"1641","Pellona ditchela","Pellona",NA,"Pristigasteridae","Clupeiformes","Actinopteri","Osteichthyes"
"1642","Pellona flavipinnis","Pellona",NA,"Pristigasteridae","Clupeiformes","Actinopteri","Osteichthyes"
"1643","Pellona harroweri","Pellona",NA,"Pristigasteridae","Clupeiformes","Actinopteri","Osteichthyes"
"1536","Pellonula leonensis","Pellonula","Dorosomatinae","Clupeidae","Clupeiformes","Actinopteri","Osteichthyes"
"1537","Pellonula vorax","Pellonula","Dorosomatinae","Clupeidae","Clupeiformes","Actinopteri","Osteichthyes"
"8792","Pelmatochromis buettikoferi","Pelmatochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"8794","Pelmatochromis nigrofasciatus","Pelmatochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"8795","Pelmatochromis ocellifer","Pelmatochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"8909","Pelmatolapia cabrae","Pelmatolapia","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"2489","Pelmatolapia mariae","Pelmatolapia","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"8848","Pelotretis flavilatus","Pelotretis",NA,"Rhombosoleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"14942","Pelsartia humeralis","Pelsartia",NA,"Terapontidae","Centrarchiformes","Actinopteri","Osteichthyes"
"50760","Pelteobagrus eupogon","Pelteobagrus",NA,"Bagridae","Siluriformes","Actinopteri","Osteichthyes"
"50924","Pelteobagrus intermedius","Pelteobagrus",NA,"Bagridae","Siluriformes","Actinopteri","Osteichthyes"
"65733","Pelteobagrus tonkinensis","Pelteobagrus",NA,"Bagridae","Siluriformes","Actinopteri","Osteichthyes"
"28050","Pelteobagrus ussuriensis","Pelteobagrus",NA,"Bagridae","Siluriformes","Actinopteri","Osteichthyes"
"27524","Peltorhamphus latus","Peltorhamphus",NA,"Rhombosoleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"8849","Peltorhamphus novaezeelandiae","Peltorhamphus",NA,"Rhombosoleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"49307","Peltorhamphus tenuis","Peltorhamphus",NA,"Rhombosoleidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"68014","Pelvicachromis drachenfelsi","Pelvicachromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"68035","Pelvicachromis kribensis","Pelvicachromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"7778","Pelvicachromis pulcher","Pelvicachromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"8797","Pelvicachromis roloffi","Pelvicachromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"68951","Pelvicachromis sacrimontis","Pelvicachromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"67157","Pelvicachromis silviae","Pelvicachromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"8798","Pelvicachromis subocellatus","Pelvicachromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"8799","Pelvicachromis taeniatus","Pelvicachromis","Pseudocrenilabrinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"47000","Pempheris adspersa","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"25447","Pempheris adusta","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"52716","Pempheris affinis","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"12907","Pempheris analis","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68317","Pempheris andilana","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68318","Pempheris argyrea","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"67360","Pempheris bexillon","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68319","Pempheris bineeshi","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68320","Pempheris bruggemanni","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"47014","Pempheris compressa","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68321","Pempheris connelli","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68558","Pempheris convexa","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68559","Pempheris cuprea","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68560","Pempheris darvelli","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68561","Pempheris eatoni","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"most of the year. The gonads of adults were noted to be nearly always mature regardless of the time of year. It was also observed to swim slowly, when not stressed, propelling itself mainly by characteristic ‘sweeps’ of the pectoral fins (hence the common name sweeper). Smallest fully mature female specimen, 11.6 cm SL (Ref. 97766).",NA,NA,NA,NA,NA,NA,NA
"68322","Pempheris ellipse","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"69264","Pempheris familia","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"69011","Pempheris gasparinii","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68323","Pempheris hadra","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68324","Pempheris heemstraorum","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68325","Pempheris hollemani","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68326","Pempheris ibo","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"13021","Pempheris japonica","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"14388","Pempheris klunzingeri","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68327","Pempheris kruppi","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68146","Pempheris kuriamuria","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68328","Pempheris leiolepis","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"67361","Pempheris malabarica","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"25449","Pempheris mangula","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68329","Pempheris megalops","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68330","Pempheris micromma","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"8189","Pempheris molucca","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"14389","Pempheris multiradiata","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68331","Pempheris muscat","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"67343","Pempheris nesogallica","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"23481","Pempheris nyctereutes","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68332","Pempheris orbis","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"52496","Pempheris ornata","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"60241","Pempheris otaitensis","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"5802","Pempheris oualensis","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68333","Pempheris pathirana","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68334","Pempheris peza","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"12174","Pempheris poeyi","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"50769","Pempheris rapa","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68147","Pempheris rhomboidea","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68335","Pempheris rochai","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68336","Pempheris rubricauda","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"67344","Pempheris sarayu","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"3593","Pempheris schomburgkii","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"52717","Pempheris schreineri","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"12908","Pempheris schwenkii","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68337","Pempheris sergey","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68338","Pempheris shimoni","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68339","Pempheris shirleen","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68340","Pempheris smithorum","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68341","Pempheris tau","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68342","Pempheris ternay","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68343","Pempheris tilman","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68345","Pempheris tiran","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"67342","Pempheris tominagai","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68346","Pempheris trinco","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"66820","Pempheris ufuagari","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"10350","Pempheris vanicolensis","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68347","Pempheris viridis","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68348","Pempheris wilsoni","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68349","Pempheris xanthomma","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"23477","Pempheris xanthoptera","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"52497","Pempheris ypsilychnus","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"68350","Pempheris zajonzi","Pempheris",NA,"Pempheridae","Acropomatiformes","Actinopteri","Osteichthyes"
"16427","Penetopteryx nanus","Penetopteryx","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"46200","Penetopteryx taeniocephalus","Penetopteryx","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"13664","Pennahia anea","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"434","Pennahia argentata","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"8321","Pennahia macrocephalus","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"16027","Pennahia ovata","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"10619","Pennahia pawak","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"66226","Penopus japonicus","Penopus","Neobythitinae","Ophidiidae","Ophidiiformes","Actinopteri","Osteichthyes"
"8978","Penopus microphthalmus","Penopus","Neobythitinae","Ophidiidae","Ophidiiformes","Actinopteri","Osteichthyes"
"12355","Pentaceropsis recurvirostris","Pentaceropsis","Histiopterinae","Pentacerotidae","Acropomatiformes","Actinopteri","Osteichthyes"
"7893","Pentaceros capensis","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Actinopteri","Osteichthyes"
"12357","Pentaceros decacanthus","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Actinopteri","Osteichthyes"
"12358","Pentaceros japonicus","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Actinopteri","Osteichthyes"
"59429","Pentaceros quinquespinis","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Actinopteri","Osteichthyes"
"3611","Pentaceros richardsoni","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Actinopteri","Osteichthyes"
"12364","Pentaceros wheeleri","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Actinopteri","Osteichthyes"
"834","Pentanchus profundicolus","Pentanchus",NA,"Pentanchidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"342","Pentanemus quinquarius","Pentanemus",NA,"Polynemidae","Carangaria/misc","Actinopteri","Osteichthyes"
"60801","Pentapodus aureofasciatus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5865","Pentapodus bifasciatus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5867","Pentapodus caninus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5868","Pentapodus emeryii","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"66862","Pentapodus komodoensis","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5869","Pentapodus nagasakiensis","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"64931","Pentapodus numberii","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5870","Pentapodus paradiseus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5871","Pentapodus porosus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5872","Pentapodus setosus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5873","Pentapodus trivittatus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"5866","Pentapodus vitta","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"4448","Pentaprion longimanus","Pentaprion",NA,"Gerreidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"16964","Pentherichthys atratus","Pentherichthys",NA,"Oneirodidae","Lophiiformes","Actinopteri","Osteichthyes"
"5000","Pentheroscion mbizi","Pentheroscion",NA,"Sciaenidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"3924","Peprilus burti","Peprilus",NA,"Stromateidae","Scombriformes","Actinopteri","Osteichthyes"
"68368","Peprilus crenulatus","Peprilus",NA,"Stromateidae","Scombriformes","Actinopteri","Osteichthyes"
"14139","Peprilus medius","Peprilus",NA,"Stromateidae","Scombriformes","Actinopteri","Osteichthyes"
"14142","Peprilus ovatus","Peprilus",NA,"Stromateidae","Scombriformes","Actinopteri","Osteichthyes"
"28143","Peprilus paru","Peprilus",NA,"Stromateidae","Scombriformes","Actinopteri","Osteichthyes"
"493","Peprilus simillimus","Peprilus",NA,"Stromateidae","Scombriformes","Actinopteri","Osteichthyes"
"14146","Peprilus snyderi","Peprilus",NA,"Stromateidae","Scombriformes","Actinopteri","Osteichthyes"
"492","Peprilus triacanthus","Peprilus",NA,"Stromateidae","Scombriformes","Actinopteri","Osteichthyes"
"68369","Peprilus xanthurus","Peprilus",NA,"Stromateidae","Scombriformes","Actinopteri","Osteichthyes"
"359","Perca flavescens","Perca","Percinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"358","Perca fluviatilis","Perca","Percinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"4639","Perca schrenkii","Perca","Percinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"12127","Percalates colonorum","Percalates",NA,"Percalatidae","Centrarchiformes","Actinopteri","Osteichthyes"
"6463","Percalates novemaculeatus","Percalates",NA,"Percalatidae","Centrarchiformes","Actinopteri","Osteichthyes"
"9402","Percarina demidoffii","Percarina","Percinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"62905","Percarina maeotica","Percarina","Percinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"4696","Perccottus glenii","Perccottus",NA,"Odontobutidae","Gobiiformes","Actinopteri","Osteichthyes"
"62229","Percichthys chilensis","Percichthys",NA,"Percichthyidae","Centrarchiformes","Actinopteri","Osteichthyes"
"53686","Percichthys colhuapiensis","Percichthys",NA,"Percichthyidae","Centrarchiformes","Actinopteri","Osteichthyes"
"62230","Percichthys laevis","Percichthys",NA,"Percichthyidae","Centrarchiformes","Actinopteri","Osteichthyes"
"10593","Percichthys melanops","Percichthys",NA,"Percichthyidae","Centrarchiformes","Actinopteri","Osteichthyes"
"12129","Percichthys trucha","Percichthys",NA,"Percichthyidae","Centrarchiformes","Actinopteri","Osteichthyes"
"10595","Percilia gillissi","Percilia",NA,"Percichthyidae","Centrarchiformes","Actinopteri","Osteichthyes"
"10596","Percilia irwini","Percilia",NA,"Percichthyidae","Centrarchiformes","Actinopteri","Osteichthyes"
"3485","Percina antesella","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"68510","Percina apina","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"66708","Percina apristis","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3486","Percina aurantiaca","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3487","Percina aurolineata","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"58920","Percina aurora","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"58921","Percina austroperca","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"65086","Percina bimaculata","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"58923","Percina brevicauda","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"67733","Percina brucethompsoni","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"and thick growths of <i>Podostemon heterophyllum in spring.  During fall, a single specimen was collected from a sluggish siltbottom pool at the confluence of the Ouachita River and Lake Ouachita.  Also observed to have preference for a late-summer microhabitat of upstream edges of runs that invariably included slight surface agitation and a high",NA,NA,NA,NA,NA,NA,NA
"percentage of cobble substrate.",NA,NA,NA,NA,NA,NA,NA
"3488","Percina burtoni","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3489","Percina caprodes","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"10442","Percina carbonaria","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3490","Percina copelandi","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3491","Percina crassa","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"64808","Percina crypta","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3492","Percina cymatotaenia","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3493","Percina evides","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"62276","Percina fulvitaenia","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3494","Percina gymnocephala","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"6314","Percina jenkinsi","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"58925","Percina kathae","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"63482","Percina kusha","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3495","Percina lenticula","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3496","Percina macrocephala","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3497","Percina macrolepida","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3498","Percina maculata","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3499","Percina nasuta","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"58926","Percina nevisense","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3500","Percina nigrofasciata","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3501","Percina notogramma","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3503","Percina oxyrhynchus","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
"3504","Percina palmaris","Percina","Etheostomatinae","Percidae","Perciformes/Percoidei","Actinopteri","Osteichthyes"
